UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte
ifrr_campus_bonfim,2015,IFRR,Instituto Federal de Roraima,Campus Bonfim,Campus,Norte,RR,Bonfim,"Av. Tuxaua de Faria, s/n, Bairro 13 de Maio, Bonfim, RR, 69380-000",69380-000,(95) 3593 1098,gabinete.bonfim@ifrr.edu.br,https://reitoria.ifrr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/roraima
ifrr_campus_boa_vista,2010,IFRR,Instituto Federal de Roraima,Campus Boa Vista,Campus,Norte,RR,Boa Vista,"Av. Glaycon de Paiva, 2496 – Pricumã, Boa Vista, RR, 69303-340",69303-340,(95) 3621-8042,gabinete.boavista@ifrr.edu.br,https://reitoria.ifrr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/roraima
ifrr_campus_boa_vista_zona_oeste,2013,IFRR,Instituto Federal de Roraima,Campus Boa Vista Zona Oeste,Campus,Norte,RR,Boa Vista,"Rua Prof. Nonato Chacon, Nº 1976, Laura Moreira (Conjunto Cidadão) Boa Vista, RR, 69318-000",69318-000,(95) 3194-2700,gabinete.cbvzo@ifrr.edu.br,https://reitoria.ifrr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/roraima
ifrr_campus_novo_paraiso,2006,IFRR,Instituto Federal de Roraima,Campus Novo Paraíso,Campus,Norte,RR,Caracaraí,"BR-174, Km -512 - Vila Novo Paraíso, Caracaraí, RR, 69365-000",69365-000,(95) 3532-4100,gabinete.novoparaiso@ifrr.edu.br,https://reitoria.ifrr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/roraima
ifsc_reitoria_do_instituto_federal_de_santa_catarina,,IFSC,Instituto Federal de Santa Catarina,Reitoria do Instituto Federal de Santa Catarina,Reitoria,Sul,SC,Florianópolis,"Rua Quatorze de Julho, 150, Coqueiros, Florianópolis, SC, 88075-010",88075-010,(48) 3877-9000,setorial: reitoria@ifsc.edu.br,https://www.ifsc.edu.br/,Zízimo Moreira Filho,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_ararangua,2008,IFSC,Instituto Federal de Santa Catarina,Campus Araranguá,Campus,Sul,SC,Araranguá,"Avenida XV de Novembro, 61, Bairro Aeroporto Araranguá, SC, 88905-112",88905-112,(48) 3311 5000,direcao.ararangua@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_avancado_sao_lourenco_do_oeste,2015,IFSC,Instituto Federal de Santa Catarina,Campus Avançado São Lourenço do Oeste,Campus Avançado,Sul,SC,São Lourenço do Oeste,"Rua Aderbal Ramos da Silva, 486, Progresso São Lourenço do Oeste, SC, 89990-000",89990-000,(49) 3197-8455,direcao.slo@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_cacador,2013,IFSC,Instituto Federal de Santa Catarina,Campus Caçador,Campus,Sul,SC,Caçador,"Av. Fahdo Thomé, 3000, Champagnat Caçador, SC, 89504-685",89504-685,(49) 3561-5700,None,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_canoinhas,2010,IFSC,Instituto Federal de Santa Catarina,Campus Canoinhas,Campus,Sul,SC,Canoinhas,"Avenida dos Expedicionários, 2150, Campo da Água Verde, Canoinhas, SC, 89466-312",89466-312,(47) 99761 0683,direcao.canoinhas@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_chapeco,2006,IFSC,Instituto Federal de Santa Catarina,Campus Chapecó,Campus,Sul,SC,Chapecó,"Rua Nereu Ramos, 3450D, Seminário Chapecó, SC, 89813-000",89813-000,(49) 3313 1240,direcao.chapeco@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_criciuma,2010,IFSC,Instituto Federal de Santa Catarina,Campus Criciúma,Campus,Sul,SC,Criciúma,"Rodovia SC 443, nº 845 - Bairro Vila Rica, Criciúma, SC, 88813-600",88813-600,(48) 3462-5000,direcao.criciuma@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_florianopolis,1909,IFSC,Instituto Federal de Santa Catarina,Campus Florianópolis,Campus,Sul,SC,Florianópolis,"Avenida Mauro Ramos, 950, Centro, Florianópolis, SC, 88020-300",88020-300,(48) 3211-6000,direcao.fln@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_florianopolis_continente,2006,IFSC,Instituto Federal de Santa Catarina,Campus Florianópolis Continente,Campus,Sul,SC,Florianópolis,"Rua 14 de Julho, 150, Coqueiros Florianópolis, SC, 88075-010",88075-010,(48) 3877-8400.,direcao.continente@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_garopaba,2013,IFSC,Instituto Federal de Santa Catarina,Campus Garopaba,Campus,Sul,SC,Garopaba,"Rua Maria Aparecida Barbosa, nº 153, Campo D'Una Garopaba, SC, 88495-000",88495-000,(48) 3254-7325,direcao.garopaba@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_gaspar,2010,IFSC,Instituto Federal de Santa Catarina,Campus Gaspar,Campus,Sul,SC,Gaspar,"Rua Adriano Kormann, 510, Bela Vista Gaspar, SC, 89111-009",89111-009,3318-3701,direcao.gaspar@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_itajai,2010,IFSC,Instituto Federal de Santa Catarina,Campus Itajaí,Campus,Sul,SC,Itajaí,"Avenida Abrahão João Francisco, 3899, Ressacada, Itajaí, SC, 88307-303",88307-303,(47) 3390-1200,direcao.itajai@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_jaragua_do_sul_centro,1994,IFSC,Instituto Federal de Santa Catarina,Campus Jaraguá do Sul Centro,Campus,Sul,SC,Jaraguá do Sul,"Avenida Getúlio Vargas, 830, Centro, Jaraguá do Sul, SC, 89251-000",89251-000,(47) 3276-8700,direcao.jar@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_jaragua_do_sul_rau,2013,IFSC,Instituto Federal de Santa Catarina,Campus Jaraguá do Sul Rau,Campus,Sul,SC,Jaraguá do Sul,"Rua dos Imigrantes, 445, Rau, Jaraguá do Sul, SC, 89254-430",89254-430,(47) 3276-9600,direcao.rau@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_joinville,2006,IFSC,Instituto Federal de Santa Catarina,Campus Joinville,Campus,Sul,SC,Joinville,"Rua Pavão, 1377, Costa e Silva, Joinville, SC, 89220-618",89220-618,(47) 3431-5600,direcao.joinville@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_lages,2010,IFSC,Instituto Federal de Santa Catarina,Campus Lages,Campus,Sul,SC,Lages,"Rua Heitor Villa-Lobos, 225, São Francisco, Lages, SC, 88506-400",88506-400,(49) 3221-4200,direcao.lages@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_palhoca,2013,IFSC,Instituto Federal de Santa Catarina,Campus Palhoça,Campus,Sul,SC,Palhoça,"Rua João Bernadino da Rosa, 395, Cidade Universitária Pedra Branca, Palhoça, SC, 88137-010",88137-010,(48) 3341-9700,contato.palhoca@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_sao_carlos,2013,IFSC,Instituto Federal de Santa Catarina,Campus São Carlos,Campus,Sul,SC,São Carlos,"Rua Aloisio Sttofel, 1271, Jardim Alvorada, São Carlos, SC, 89885-000",89885-000,(49) 3325-4149,direcao.saocarlos@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_sao_jose,2003,IFSC,Instituto Federal de Santa Catarina,Campus São José,Campus,Sul,SC,São José,"Rua José Lino Kretzer, 608, Praia Comprida, São José, SC, 88103-902",88103-902,(48) 3381-2800,direcao.sj@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_sao_miguel_do_oeste,2010,IFSC,Instituto Federal de Santa Catarina,Campus São Miguel do Oeste,Campus,Sul,SC,São Miguel do Oeste,"Rua 22 de Abril, 2240, São Luiz, São Miguel do Oeste, SC, 89900-000",89900-000,(49) 3631-0400,direcao.smo@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_tubarao,2013,IFSC,Instituto Federal de Santa Catarina,Campus Tubarão,Campus,Sul,SC,Tubarão,"Rua Deputado Olices Pedra de Caldas, 480, Dehon, Tubarão, SC, 88704-296",88704-296,(48) 3301-9114,direcao.tub@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_urupema,2013,IFSC,Instituto Federal de Santa Catarina,Campus Urupema,Campus,Sul,SC,Urupema,"Rua do Conhecimento, 82, Centro Urupema, SC, 88625-000",88625-000,(49) 3236-3104,direcao.urupema@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsc_campus_xanxere,2013,IFSC,Instituto Federal de Santa Catarina,Campus Xanxerê,Campus,Sul,SC,Xanxerê,"Rua Euclides Hack, 1603, Veneza, Xanxerê, SC, 89820-000",89820-000,(49) 3441-7900,direcao.xanxere@ifsc.edu.br,https://www.ifsc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_reitoria_do_instituto_federal_catarinense,,IFC,Instituto Federal Catarinense,Reitoria do Instituto Federal Catarinense,Reitoria,Sul,SC,Blumenau,"Rua das Missões, 100, Edifício Missões – Ponta Aguda, Blumenau, SC, 89051-000",89051-000,(47) 3331-7802,gabinete@ifc.edu.br,https://ifc.edu.br/,Rudinei Kock Exterckoter,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_araquari,1954,IFC,Instituto Federal Catarinense,Campus Araquari,Campus,Sul,SC,Araquari,"Rodovia BR 280, Caixa Postal 21, Centro, Araquari, SC, 89245-000",89245-000,(47) 3803-7200,gabinete.araquari@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_abelardo_luz,2015,IFC,Instituto Federal Catarinense,Campus Abelardo Luz,Campus,Sul,SC,Abelardo Luz,"Assentamento José Maria - Estrada da Produção KM 25, Interior, s/n. Centro, Abelardo Luz, SC, 89830-000",89830-000,(49) 3331-7880,gabinete.abelardo@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_avancado_sombrio,2014,IFC,Instituto Federal Catarinense,Campus Avançado Sombrio,Campus Avançado,Sul,SC,Sombrio,"Av. Prefeito Francisco Lummertz Junior, 931, Januária, Sombrio, SC, 88960-000",88960-000,(48) 3533-4001,gabinete.sombrio@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_blumenau,2013,IFC,Instituto Federal Catarinense,Campus Blumenau,Campus,Sul,SC,Blumenau,"Rua Bernardino José de Oliveira - Badenfurt, Blumenau, SC, 89070-270",89070-270,(47) 3702-1700,gabinete.blumenau@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_brusque,2013,IFC,Instituto Federal Catarinense,Campus Brusque,Campus,Sul,SC,Brusque,"Avenida Hugo Schlosser - Jardim Maluche, Brusque, SC, 88354-300",88354-300,(47) 3212-0000,gabinete.brusque@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_camboriu,1953,IFC,Instituto Federal Catarinense,Campus Camboriú,Campus,Sul,SC,Camboriú,"Rua Joaquim Garcia - Centro, Camboriú, SC, 88340-055",88340-055,(47) 2104-0800,gabinete.camboriu@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_concordia,1967,IFC,Instituto Federal Catarinense,Campus Concórdia,Campus,Sul,SC,Concórdia,"Rodovia SC 283, KM 08 Caixa Postal 58, Concórdia, SC, 89703-720",89703-720,(49) 3441-4800,None,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_fraiburgo,2013,IFC,Instituto Federal Catarinense,Campus Fraiburgo,Campus,Sul,SC,Fraiburgo,"Rua Cruz E Souza - Centro, Fraiburgo, SC, 89580-000",89580-000,(49) 3202-8800,gabinete.fraiburgo@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_ibirama,2013,IFC,Instituto Federal Catarinense,Campus Ibirama,Campus,Sul,SC,Ibirama,"Rua Getúlio Vargas, 3006 – Bela Vista, Ibirama, SC, 89140-000",89140-000,(47) 3357-6200,gabinete.ibirama@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_luzerna,2013,IFC,Instituto Federal Catarinense,Campus Luzerna,Campus,Sul,SC,Luzerna,"Rua Vigário Frei João, 550, Centro, Luzerna, SC, 89609-000",89609-000,(49) 3523-4300,gabinete.luzerna@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_rio_do_sul,1993,IFC,Instituto Federal Catarinense,Campus Rio do Sul,Campus,Sul,SC,Rio do Sul,"Estrada do Redentor, 5665, Caixa Postal 441, Rio do Sul, SC, 89163-356",89163-356,(47) 3531-3700,gabinete.riodosul@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_santa_rosa_do_sul,1993,IFC,Instituto Federal Catarinense,Campus Santa Rosa do Sul,Campus,Sul,SC,Santa Rosa do Sul,"Rua das Rosas, s/n. Vila Nova, Santa Rosa do Sul, SC, 88965-000",88965-000,(48) 3534-8000,gabinete.srs@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_sao_bento_do_sul,2016,IFC,Instituto Federal Catarinense,Campus São Bento do Sul,Campus,Sul,SC,São Bento do Sul,"Rua Paulo Chapiewsky - Centenário, São Bento do Sul, SC, 89283-063",89283-063,None,gabinete.sbs@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_sao_francisco_do_sul,2013,IFC,Instituto Federal Catarinense,Campus São Francisco do Sul,Campus,Sul,SC,São Francisco do Sul,"Rodovia Duque de Caxias, nº 6750, Iperoba, São Francisco do Sul, SC, 89240-000",89240-000,(47) 3233-4000,gabinete.sfs@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifc_campus_videira,2010,IFC,Instituto Federal Catarinense,Campus Videira,Campus,Sul,SC,Videira,"Rodovia SC 135, KM 125, Campo Experimental, Videira, SC, 89560-000",89560-000,(49) 3533-4900,gabinete.videira@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina
ifsp_reitoria_do_instituto_federal_de_sao_paulo,,IFSP,Instituto Federal de São Paulo,Reitoria do Instituto Federal de São Paulo,Reitoria,Sudeste,SP,São Paulo,"Rua Pedro Vicente, 625, Canindé, São Paulo, SP, 01109-010",01109-010,(11) 3775-4501,gab@ifsp.edu.br,https://www.ifsp.edu.br/,Silmário Batista Dos Santos,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_araraquara,2010,IFSP,Instituto Federal de São Paulo,Campus Araraquara,Campus,Sudeste,SP,Araraquara,"Rua Doutor Aldo Benedito Pierri, 250 - Jardim Paulo Freire, Araraquara, SP, 14804-296",14804-296,(16) 3303-2345,direcao.arq@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_avancado_ilha_solteira,2015,IFSP,Instituto Federal de São Paulo,Campus Avançado Ilha Solteira,Campus Avançado,Sudeste,SP,Ilha Solteira,"Alameda Tucuruí, 164, Ilha Solteira, SP, 15385-000",15385-000,(18) 3748-8300,drg.ist@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_jundiai,2016,IFSP,Instituto Federal de São Paulo,Campus Jundiaí,Campus,Sudeste,SP,Jundiaí,"Avenida Doutor Cavalcanti, 396 - Centro, Jundiaí, SP, 13201-003",13201-003,(11) 2448 8512,drg.jnd@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_avancado_tupa,2016,IFSP,Instituto Federal de São Paulo,Campus Avançado Tupã,Campus Avançado,Sudeste,SP,Tupã,"Rua Othon Guedes Junior, 175 - Parque Universitário, Tupã, SP, 17607-325",17607-325,(14) 3404-3551,drg.tup@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_avare,2010,IFSP,Instituto Federal de São Paulo,Campus Avaré,Campus,Sudeste,SP,Avaré,"Avenida Professor Celso Ferreira da Silva, 1333, Jardim Europa II, Avaré, SP, 18707-150",18707-150,(14) 3514-0094,drg.avr@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_barretos,2010,IFSP,Instituto Federal de São Paulo,Campus Barretos,Campus,Sudeste,SP,Barretos,"Avenida C-1, 250, Ide Daher, Barretos, SP, 14781-502",14781-502,(17) 3312-0720,drg.brt@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_bauru,2022,IFSP,Instituto Federal de São Paulo,Campus Bauru,Campus,Sudeste,SP,Bauru,"Rua Severino Lins, 7-10, Vila Aviação, Bauru, SP, 17018-600",17018-600,(14) 3042-1577,faleconosco.bru@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_birigui,2010,IFSP,Instituto Federal de São Paulo,Campus Birigui,Campus,Sudeste,SP,Birigui,"Rua Pedro Cavalo, 709, Portal da Pérola II, Birigui, SP, 16201-407",16201-407,(18) 3643-1160,drg.bri@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_boituva,2013,IFSP,Instituto Federal de São Paulo,Campus Boituva,Campus,Sudeste,SP,Boituva,"Rua Zélia de Lima Rosa, 100, Recanto das Primaveras, Boituva, SP, 18552-252",18552-252,(15) 3414-6920,drg.btv@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_braganca_paulista,2006,IFSP,Instituto Federal de São Paulo,Campus Bragança Paulista,Campus,Sudeste,SP,Bragança Paulista,"Rua Major Fernando Valle, 2013, São Miguel, Bragança Paulista, SP, 12903-000",12903-000,(11) 4034-7801,drg.bra@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_campinas,2010,IFSP,Instituto Federal de São Paulo,Campus Campinas,Campus,Sudeste,SP,Campinas,"Rua Heitor Lacerda Guedes, 1000 - Cidade Satélite Íris, Campinas, SP, 13059-581",13059-581,(19) 3775-4684,drg.cmp@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_campos_do_jordao,2008,IFSP,Instituto Federal de São Paulo,Campus Campos do Jordão,Campus,Sudeste,SP,Campos do Jordão,"Rua Monsenhor José Vita, 280, Abernéssia, Campos do Jordão, SP, 12460-000",12460-000,(12) 3668-9465,drg.cjo@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_capivari,2013,IFSP,Instituto Federal de São Paulo,Campus Capivari,Campus,Sudeste,SP,Capivari,"Av. Dr. Ênio Pires de Camargo, 2971, Ribeirão, Capivari, SP, 13365-010",13365-010,(19) 3199-8202,drg.cpv@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_caraguatatuba,2006,IFSP,Instituto Federal de São Paulo,Campus Caraguatatuba,Campus,Sudeste,SP,Caraguatatuba,"Avenida Bahia, 1739 – Indaiá, Caraguatatuba, SP, 11665-071",11665-071,(12) 3885-2130,drg@ifspcaraguatatuba.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_catanduva,2010,IFSP,Instituto Federal de São Paulo,Campus Catanduva,Campus,Sudeste,SP,Catanduva,"Avenida Pastor José Dutra de Moraes, 239, Distrito Industrial Antônio Zácaro, Catanduva, SP, 15808-305",15808-305,(17) 3524-9710,drg.ctd@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_cubatao,1987,IFSP,Instituto Federal de São Paulo,Campus Cubatão,Campus,Sudeste,SP,Cubatão,"Rua Maria Cristina, 50, Jardim Casqueiro, Cubatão, SP, 11533-160",11533-160,(13) 3346-5393,drg.cbt@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_guarulhos,2005,IFSP,Instituto Federal de São Paulo,Campus Guarulhos,Campus,Sudeste,SP,Guarulhos,"Avenida Salgado Filho, 3501, Vila Rio de Janeiro, Guarulhos, SP, 07115-000",07115-000,(11) 2304-4255,drg.gru@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_hortolandia,2010,IFSP,Instituto Federal de São Paulo,Campus Hortolândia,Campus,Sudeste,SP,Hortolândia,"Avenida Thereza Ana Cecon Breda, 1896, Vila São Pedro, Hortolândia, SP, 13183-250",13183-250,(19) 3865-8071,cdi.hto@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
ifsp_campus_itapetininga,2010,IFSP,Instituto Federal de São Paulo,Campus Itapetininga,Campus,Sudeste,SP,Itapetininga,"Avenida João Olímpio de Oliveira, 1561, Vila Asem, Itapetininga, SP, 18202-000",18202-000,(15) 3376-9930,drg.itp@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo
